sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
7835;Estandar;Informacion;media;2023-07-24 11:34:08.708797;2023-07-24 11:38:24.395703;0 days 00:04:15.686906
7836;Urgente;Queja;media;2023-07-24 11:41:08.424399;2023-07-24 11:46:30.957512;0 days 00:05:22.533113
7837;Urgente;Informacion;media;2023-07-24 11:41:27.540171;2023-07-24 11:42:23.234648;0 days 00:00:55.694477
7838;Normal;Queja;alta;2023-07-24 11:42:12.924423;2023-07-24 11:42:46.787841;0 days 00:00:33.863418
7839;Normal;Informacion;baja;2023-07-24 11:44:06.997979;2023-07-24 11:44:12.523394;0 days 00:00:05.525415
7840;Estandar;Facturacion;alta;2023-07-24 11:45:58.135520;2023-07-24 11:49:54.962377;0 days 00:03:56.826857
7841;Estandar;Queja;alta;2023-07-24 11:57:00.803263;2023-07-24 11:57:34.934241;0 days 00:00:34.130978
7842;Estandar;Falla;media;2023-07-24 12:00:46.829122;2023-07-24 12:05:28.415144;0 days 00:04:41.586022
7843;Estandar;Queja;baja;2023-07-24 12:04:24.736080;2023-07-24 12:06:52.546556;0 days 00:02:27.810476
7844;Urgente;Queja;media;2023-07-24 12:06:20.544935;2023-07-24 12:06:22.991598;0 days 00:00:02.446663
7845;Estandar;Facturacion;baja;2023-07-24 12:11:12.168026;2023-07-24 12:12:56.437969;0 days 00:01:44.269943
7846;Normal;Informacion;baja;2023-07-24 12:26:08.942859;2023-07-24 12:30:46.466219;0 days 00:04:37.523360
7847;Estandar;Facturacion;alta;2023-07-24 12:29:37.387375;2023-07-24 12:33:59.436450;0 days 00:04:22.049075
7848;Urgente;Facturacion;baja;2023-07-24 12:30:14.148187;2023-07-24 12:33:19.254965;0 days 00:03:05.106778
7849;Urgente;Facturacion;baja;2023-07-24 12:32:53.463903;2023-07-24 12:35:05.568464;0 days 00:02:12.104561
7850;Estandar;Facturacion;media;2023-07-24 12:34:30.814313;2023-07-24 12:34:33.302846;0 days 00:00:02.488533
7851;Urgente;Falla;media;2023-07-24 12:40:10.673949;2023-07-24 12:42:04.105073;0 days 00:01:53.431124
7852;Estandar;Informacion;baja;2023-07-24 12:48:44.122188;2023-07-24 12:49:19.645136;0 days 00:00:35.522948
7853;Normal;Falla;baja;2023-07-24 12:56:26.658303;2023-07-24 12:57:42.110321;0 days 00:01:15.452018
7854;Urgente;Informacion;media;2023-07-24 13:02:12.142545;2023-07-24 13:03:34.479443;0 days 00:01:22.336898
7855;Normal;Falla;alta;2023-07-24 13:06:18.664688;2023-07-24 13:07:53.081134;0 days 00:01:34.416446
7856;Urgente;Falla;media;2023-07-24 13:06:48.725422;2023-07-24 13:10:30.088212;0 days 00:03:41.362790
7857;Estandar;Queja;media;2023-07-24 13:08:12.304336;2023-07-24 13:12:38.240281;0 days 00:04:25.935945
7858;Urgente;Informacion;baja;2023-07-24 13:09:22.791272;2023-07-24 13:12:34.829918;0 days 00:03:12.038646
7859;Normal;Informacion;baja;2023-07-24 13:11:50.081433;2023-07-24 13:11:56.034385;0 days 00:00:05.952952
7860;Urgente;Falla;baja;2023-07-24 13:14:21.092994;2023-07-24 13:16:31.292947;0 days 00:02:10.199953
7861;Estandar;Falla;alta;2023-07-24 13:16:01.850443;2023-07-24 13:21:31.826223;0 days 00:05:29.975780
7862;Estandar;Facturacion;baja;2023-07-24 13:19:49.205715;2023-07-24 13:22:35.153358;0 days 00:02:45.947643
7863;Estandar;Falla;media;2023-07-24 13:23:33.518135;2023-07-24 13:24:34.025661;0 days 00:01:00.507526
7864;Normal;Falla;media;2023-07-24 13:23:40.010839;2023-07-24 13:25:22.294692;0 days 00:01:42.283853
7865;Urgente;Facturacion;media;2023-07-24 13:31:13.519969;2023-07-24 13:35:00.910437;0 days 00:03:47.390468
7866;Estandar;Facturacion;baja;2023-07-24 13:37:24.313865;2023-07-24 13:39:12.630059;0 days 00:01:48.316194
7867;Urgente;Falla;alta;2023-07-24 13:47:47.015524;2023-07-24 13:52:32.456900;0 days 00:04:45.441376
7868;Urgente;Falla;baja;2023-07-24 13:49:39.253537;2023-07-24 13:52:13.182602;0 days 00:02:33.929065
7869;Urgente;Facturacion;baja;2023-07-24 13:55:50.384587;2023-07-24 13:56:27.987831;0 days 00:00:37.603244
7870;Urgente;Falla;alta;2023-07-24 14:03:26.019817;2023-07-24 14:05:57.790059;0 days 00:02:31.770242
7871;Urgente;Falla;baja;2023-07-24 14:03:46.711156;2023-07-24 14:05:12.387729;0 days 00:01:25.676573
7872;Estandar;Informacion;baja;2023-07-24 14:04:37.653826;2023-07-24 14:09:54.493485;0 days 00:05:16.839659
7873;Normal;Informacion;media;2023-07-24 14:05:59.554821;2023-07-24 14:11:39.134217;0 days 00:05:39.579396
7874;Urgente;Queja;media;2023-07-24 14:07:53.863558;2023-07-24 14:10:18.281125;0 days 00:02:24.417567
7875;Estandar;Facturacion;alta;2023-07-24 14:08:06.531272;2023-07-24 14:09:54.549573;0 days 00:01:48.018301
7876;Normal;Queja;baja;2023-07-24 14:08:54.039060;2023-07-24 14:10:52.512636;0 days 00:01:58.473576
7877;Urgente;Facturacion;alta;2023-07-24 14:10:55.323673;2023-07-24 14:11:13.235038;0 days 00:00:17.911365
7878;Normal;Informacion;media;2023-07-24 14:32:47.737728;2023-07-24 14:36:59.193741;0 days 00:04:11.456013
7879;Normal;Falla;alta;2023-07-24 14:33:10.880752;2023-07-24 14:35:37.831972;0 days 00:02:26.951220
7880;Normal;Queja;media;2023-07-24 14:40:49.400432;2023-07-24 14:42:35.922152;0 days 00:01:46.521720
7881;Urgente;Facturacion;baja;2023-07-24 14:41:24.151060;2023-07-24 14:46:54.670289;0 days 00:05:30.519229
7882;Normal;Informacion;baja;2023-07-24 14:54:45.340506;2023-07-24 14:56:49.733739;0 days 00:02:04.393233
7883;Urgente;Queja;baja;2023-07-24 14:54:55.246678;2023-07-24 14:57:30.376039;0 days 00:02:35.129361
7884;Estandar;Informacion;media;2023-07-24 14:54:57.546133;2023-07-24 14:58:12.151357;0 days 00:03:14.605224
7885;Estandar;Queja;media;2023-07-24 14:56:03.164893;2023-07-24 15:02:01.943693;0 days 00:05:58.778800
7886;Urgente;Queja;baja;2023-07-24 14:56:47.516365;2023-07-24 14:59:05.866890;0 days 00:02:18.350525
7887;Urgente;Informacion;baja;2023-07-24 14:59:32.961887;2023-07-24 15:03:45.037449;0 days 00:04:12.075562
7888;Normal;Informacion;alta;2023-07-24 15:09:01.030458;2023-07-24 15:10:06.047360;0 days 00:01:05.016902
7889;Estandar;Queja;media;2023-07-24 15:09:32.280672;2023-07-24 15:11:20.844140;0 days 00:01:48.563468
7890;Normal;Informacion;media;2023-07-24 15:17:07.243412;2023-07-24 15:18:38.234050;0 days 00:01:30.990638
7891;Normal;Queja;media;2023-07-24 15:27:49.284205;2023-07-24 15:29:40.975172;0 days 00:01:51.690967
7892;Normal;Facturacion;baja;2023-07-24 15:35:44.609450;2023-07-24 15:38:03.770391;0 days 00:02:19.160941
7893;Normal;Facturacion;alta;2023-07-24 15:57:05.901071;2023-07-24 16:02:09.917431;0 days 00:05:04.016360
7894;Urgente;Facturacion;media;2023-07-24 15:57:39.421937;2023-07-24 16:03:00.861139;0 days 00:05:21.439202
7895;Urgente;Queja;baja;2023-07-24 16:01:25.648817;2023-07-24 16:02:54.503389;0 days 00:01:28.854572
7896;Estandar;Facturacion;alta;2023-07-24 16:03:00.004347;2023-07-24 16:07:34.595926;0 days 00:04:34.591579
7897;Urgente;Facturacion;baja;2023-07-24 16:05:16.105198;2023-07-24 16:10:10.840695;0 days 00:04:54.735497
7898;Estandar;Informacion;baja;2023-07-24 16:14:17.180980;2023-07-24 16:19:56.005931;0 days 00:05:38.824951
7899;Normal;Informacion;media;2023-07-24 16:16:09.688201;2023-07-24 16:21:39.528334;0 days 00:05:29.840133
7900;Estandar;Queja;alta;2023-07-24 16:26:29.640491;2023-07-24 16:30:55.628988;0 days 00:04:25.988497
7901;Estandar;Facturacion;baja;2023-07-24 16:28:35.159295;2023-07-24 16:31:16.844707;0 days 00:02:41.685412
7902;Normal;Informacion;media;2023-07-24 16:32:17.166862;2023-07-24 16:35:12.917324;0 days 00:02:55.750462
7903;Estandar;Falla;media;2023-07-24 16:34:48.177014;2023-07-24 16:39:01.234056;0 days 00:04:13.057042
7904;Normal;Facturacion;media;2023-07-24 16:36:24.730525;2023-07-24 16:39:04.764135;0 days 00:02:40.033610
7905;Estandar;Falla;baja;2023-07-24 16:37:52.144364;2023-07-24 16:38:24.749014;0 days 00:00:32.604650
7906;Urgente;Falla;media;2023-07-24 16:46:49.267860;2023-07-24 16:49:01.667268;0 days 00:02:12.399408
7907;Estandar;Queja;media;2023-07-24 16:49:09.366177;2023-07-24 16:54:21.684055;0 days 00:05:12.317878
7908;Normal;Facturacion;media;2023-07-24 17:01:50.076284;2023-07-24 17:06:34.384385;0 days 00:04:44.308101
7909;Urgente;Informacion;media;2023-07-24 17:03:54.438850;2023-07-24 17:04:33.049554;0 days 00:00:38.610704
7910;Normal;Facturacion;media;2023-07-24 17:09:16.187396;2023-07-24 17:13:15.955835;0 days 00:03:59.768439
7911;Urgente;Facturacion;alta;2023-07-24 17:12:01.770873;2023-07-24 17:12:09.578861;0 days 00:00:07.807988
7912;Estandar;Informacion;baja;2023-07-24 17:15:06.063681;2023-07-24 17:18:16.516139;0 days 00:03:10.452458
7913;Urgente;Falla;alta;2023-07-24 17:21:33.487820;2023-07-24 17:25:18.911375;0 days 00:03:45.423555
7914;Normal;Falla;alta;2023-07-24 17:27:38.419921;2023-07-24 17:31:01.426059;0 days 00:03:23.006138
7915;Estandar;Informacion;baja;2023-07-24 17:29:42.313868;2023-07-24 17:30:49.029684;0 days 00:01:06.715816
7916;Urgente;Queja;alta;2023-07-24 17:37:27.750685;2023-07-24 17:39:20.210488;0 days 00:01:52.459803
7917;Urgente;Facturacion;baja;2023-07-24 17:39:15.893311;2023-07-24 17:44:05.331220;0 days 00:04:49.437909
7918;Estandar;Falla;media;2023-07-24 17:39:23.872340;2023-07-24 17:45:15.161931;0 days 00:05:51.289591
7919;Normal;Informacion;baja;2023-07-24 17:43:30.276575;2023-07-24 17:46:57.389743;0 days 00:03:27.113168
7920;Estandar;Informacion;media;2023-07-24 17:54:08.536460;2023-07-24 17:59:10.972106;0 days 00:05:02.435646
7921;Urgente;Informacion;alta;2023-07-24 18:06:57.452655;2023-07-24 18:09:23.851670;0 days 00:02:26.399015
7922;Estandar;Queja;alta;2023-07-24 18:07:46.627914;2023-07-24 18:12:19.279573;0 days 00:04:32.651659
7923;Normal;Falla;alta;2023-07-24 18:08:00.028261;2023-07-24 18:08:00.975653;0 days 00:00:00.947392
7924;Estandar;Facturacion;baja;2023-07-24 18:09:55.602707;2023-07-24 18:10:01.730780;0 days 00:00:06.128073
7925;Estandar;Facturacion;baja;2023-07-24 18:15:19.451121;2023-07-24 18:17:22.147049;0 days 00:02:02.695928
7926;Normal;Queja;alta;2023-07-24 18:18:02.496720;2023-07-24 18:20:14.784595;0 days 00:02:12.287875
7927;Estandar;Falla;baja;2023-07-24 18:18:58.180244;2023-07-24 18:22:58.581728;0 days 00:04:00.401484
7928;Estandar;Informacion;media;2023-07-24 18:35:28.189343;2023-07-24 18:37:26.708925;0 days 00:01:58.519582
7929;Estandar;Informacion;alta;2023-07-24 18:37:20.504686;2023-07-24 18:42:05.748134;0 days 00:04:45.243448
7930;Normal;Facturacion;alta;2023-07-24 18:37:36.490088;2023-07-24 18:39:23.243506;0 days 00:01:46.753418
7931;Urgente;Queja;media;2023-07-24 18:38:06.337432;2023-07-24 18:41:33.888270;0 days 00:03:27.550838
7932;Normal;Falla;baja;2023-07-24 18:51:46.046570;2023-07-24 18:53:50.634394;0 days 00:02:04.587824
7933;Estandar;Informacion;media;2023-07-24 18:56:49.954999;2023-07-24 19:02:30.067485;0 days 00:05:40.112486
7934;Estandar;Informacion;baja;2023-07-24 18:56:58.631952;2023-07-24 18:57:02.323806;0 days 00:00:03.691854
7935;Normal;Informacion;alta;2023-07-24 18:58:08.982887;2023-07-24 18:59:29.677631;0 days 00:01:20.694744
7936;Estandar;Informacion;media;2023-07-24 19:06:54.669346;2023-07-24 19:10:24.249515;0 days 00:03:29.580169
7937;Estandar;Informacion;alta;2023-07-24 19:07:57.301987;2023-07-24 19:11:35.843683;0 days 00:03:38.541696
7938;Estandar;Falla;baja;2023-07-24 19:13:09.151717;2023-07-24 19:17:42.303851;0 days 00:04:33.152134
7939;Urgente;Informacion;media;2023-07-24 19:13:29.945832;2023-07-24 19:15:57.102082;0 days 00:02:27.156250
7940;Urgente;Queja;alta;2023-07-24 19:15:43.414473;2023-07-24 19:19:46.255955;0 days 00:04:02.841482
7941;Normal;Queja;media;2023-07-24 19:17:18.119743;2023-07-24 19:17:31.913707;0 days 00:00:13.793964
7942;Urgente;Facturacion;baja;2023-07-24 19:20:21.858740;2023-07-24 19:25:50.650431;0 days 00:05:28.791691
7943;Estandar;Facturacion;media;2023-07-24 19:26:19.630845;2023-07-24 19:31:18.670646;0 days 00:04:59.039801
7944;Urgente;Falla;media;2023-07-24 19:36:40.205144;2023-07-24 19:41:27.960685;0 days 00:04:47.755541
7945;Normal;Informacion;baja;2023-07-24 19:37:39.497409;2023-07-24 19:39:37.958798;0 days 00:01:58.461389
7946;Urgente;Informacion;baja;2023-07-24 19:38:09.127331;2023-07-24 19:42:00.306367;0 days 00:03:51.179036
7947;Estandar;Informacion;media;2023-07-24 19:38:40.180977;2023-07-24 19:44:25.576402;0 days 00:05:45.395425
7948;Urgente;Facturacion;media;2023-07-24 19:39:24.345905;2023-07-24 19:44:14.899370;0 days 00:04:50.553465
7949;Normal;Informacion;alta;2023-07-24 19:44:20.656692;2023-07-24 19:46:56.193667;0 days 00:02:35.536975
7950;Estandar;Facturacion;alta;2023-07-24 20:03:52.653051;2023-07-24 20:04:39.912484;0 days 00:00:47.259433
7951;Urgente;Falla;media;2023-07-24 20:19:24.599239;2023-07-24 20:22:45.128568;0 days 00:03:20.529329
7952;Normal;Facturacion;alta;2023-07-24 20:40:20.582968;2023-07-24 20:45:17.027876;0 days 00:04:56.444908
7953;Normal;Queja;baja;2023-07-24 20:40:33.187326;2023-07-24 20:46:29.431918;0 days 00:05:56.244592
7954;Urgente;Facturacion;baja;2023-07-24 20:48:05.035839;2023-07-24 20:48:11.782656;0 days 00:00:06.746817
7955;Estandar;Informacion;alta;2023-07-24 20:48:51.109930;2023-07-24 20:49:14.868491;0 days 00:00:23.758561
7956;Urgente;Falla;media;2023-07-24 20:50:18.333132;2023-07-24 20:55:08.656056;0 days 00:04:50.322924
7957;Normal;Facturacion;baja;2023-07-24 20:51:13.256259;2023-07-24 20:54:35.156437;0 days 00:03:21.900178
7958;Estandar;Informacion;baja;2023-07-24 20:55:00.023000;2023-07-24 20:56:04.092937;0 days 00:01:04.069937
7959;Estandar;Falla;media;2023-07-24 21:01:20.302347;2023-07-24 21:06:12.120728;0 days 00:04:51.818381
7960;Estandar;Falla;alta;2023-07-24 21:08:48.305406;2023-07-24 21:09:12.653961;0 days 00:00:24.348555
7961;Estandar;Falla;media;2023-07-24 21:13:42.116796;2023-07-24 21:16:20.186883;0 days 00:02:38.070087
7962;Normal;Informacion;alta;2023-07-24 21:19:13.556548;2023-07-24 21:20:10.491752;0 days 00:00:56.935204
7963;Normal;Informacion;baja;2023-07-24 21:20:14.515529;2023-07-24 21:20:40.715790;0 days 00:00:26.200261
7964;Estandar;Informacion;media;2023-07-24 21:22:32.747848;2023-07-24 21:24:10.466806;0 days 00:01:37.718958
7965;Estandar;Facturacion;alta;2023-07-24 21:24:28.770894;2023-07-24 21:28:07.446975;0 days 00:03:38.676081
7966;Normal;Informacion;alta;2023-07-24 21:30:37.035149;2023-07-24 21:32:41.825684;0 days 00:02:04.790535
7967;Normal;Informacion;alta;2023-07-24 21:35:38.505019;2023-07-24 21:37:14.829211;0 days 00:01:36.324192
7968;Normal;Facturacion;media;2023-07-24 21:50:04.881354;2023-07-24 21:52:14.537402;0 days 00:02:09.656048
7969;Estandar;Falla;media;2023-07-24 21:54:41.403919;2023-07-24 22:00:04.045558;0 days 00:05:22.641639
7970;Urgente;Informacion;media;2023-07-24 21:54:56.217890;2023-07-24 21:57:15.138162;0 days 00:02:18.920272
7971;Urgente;Falla;media;2023-07-24 21:57:38.865608;2023-07-24 22:02:41.725262;0 days 00:05:02.859654
7972;Normal;Falla;alta;2023-07-24 21:58:15.817633;2023-07-24 22:03:13.403215;0 days 00:04:57.585582
7973;Estandar;Queja;media;2023-07-24 21:59:19.433862;2023-07-24 22:04:26.820549;0 days 00:05:07.386687
7974;Normal;Facturacion;media;2023-07-24 21:59:45.598522;2023-07-24 22:04:31.288852;0 days 00:04:45.690330
7975;Urgente;Falla;baja;2023-07-24 22:03:58.261473;2023-07-24 22:09:48.015943;0 days 00:05:49.754470
7976;Urgente;Informacion;alta;2023-07-24 22:06:36.971404;2023-07-24 22:11:29.420334;0 days 00:04:52.448930
7977;Estandar;Falla;media;2023-07-24 22:08:32.565581;2023-07-24 22:08:35.743318;0 days 00:00:03.177737
7978;Normal;Informacion;alta;2023-07-24 22:08:50.603553;2023-07-24 22:12:41.683884;0 days 00:03:51.080331
7979;Urgente;Facturacion;media;2023-07-24 22:09:47.600838;2023-07-24 22:14:46.411279;0 days 00:04:58.810441
7980;Normal;Falla;media;2023-07-24 22:10:27.959046;2023-07-24 22:12:39.168209;0 days 00:02:11.209163
7981;Urgente;Informacion;baja;2023-07-24 22:12:54.430232;2023-07-24 22:17:28.147259;0 days 00:04:33.717027
7982;Normal;Queja;media;2023-07-24 22:13:01.034969;2023-07-24 22:17:58.244239;0 days 00:04:57.209270
7983;Estandar;Falla;alta;2023-07-24 22:13:36.579428;2023-07-24 22:14:14.471352;0 days 00:00:37.891924
7984;Urgente;Informacion;media;2023-07-24 22:20:48.587337;2023-07-24 22:25:32.237946;0 days 00:04:43.650609
7985;Normal;Facturacion;baja;2023-07-24 22:24:32.473168;2023-07-24 22:27:04.875158;0 days 00:02:32.401990
7986;Normal;Informacion;baja;2023-07-24 22:25:34.724058;2023-07-24 22:26:37.448097;0 days 00:01:02.724039
7987;Normal;Falla;media;2023-07-24 22:29:23.951054;2023-07-24 22:33:56.373427;0 days 00:04:32.422373
7988;Normal;Queja;media;2023-07-24 22:31:18.030153;2023-07-24 22:33:55.819550;0 days 00:02:37.789397
7989;Normal;Falla;alta;2023-07-24 22:34:16.224482;2023-07-24 22:39:30.773077;0 days 00:05:14.548595
7990;Normal;Falla;alta;2023-07-24 22:43:43.341561;2023-07-24 22:49:34.908572;0 days 00:05:51.567011
7991;Estandar;Facturacion;baja;2023-07-24 22:45:55.437073;2023-07-24 22:49:32.722760;0 days 00:03:37.285687
7992;Normal;Falla;media;2023-07-24 22:47:07.642715;2023-07-24 22:51:54.369506;0 days 00:04:46.726791
7993;Normal;Falla;baja;2023-07-24 22:50:42.818216;2023-07-24 22:53:57.330992;0 days 00:03:14.512776
7994;Estandar;Queja;alta;2023-07-24 23:08:36.867491;2023-07-24 23:12:25.847277;0 days 00:03:48.979786
7995;Normal;Queja;media;2023-07-24 23:10:20.392840;2023-07-24 23:12:55.395846;0 days 00:02:35.003006
7996;Normal;Falla;alta;2023-07-24 23:13:02.930901;2023-07-24 23:16:03.566992;0 days 00:03:00.636091
7997;Normal;Facturacion;media;2023-07-24 23:15:10.865466;2023-07-24 23:20:48.442248;0 days 00:05:37.576782
7998;Estandar;Falla;baja;2023-07-24 23:23:02.256215;2023-07-24 23:27:11.176209;0 days 00:04:08.919994
7999;Estandar;Informacion;baja;2023-07-24 23:29:03.629475;2023-07-24 23:31:51.832618;0 days 00:02:48.203143
8000;Normal;Falla;baja;2023-07-24 23:30:50.833534;2023-07-24 23:36:29.068096;0 days 00:05:38.234562
8001;Urgente;Facturacion;baja;2023-07-24 23:46:07.458088;2023-07-24 23:48:35.143054;0 days 00:02:27.684966
8002;Normal;Falla;media;2023-07-24 23:50:45.808265;2023-07-24 23:56:14.463870;0 days 00:05:28.655605
8003;Normal;Falla;alta;2023-07-24 23:53:52.510783;2023-07-24 23:58:35.270345;0 days 00:04:42.759562
8004;Urgente;Informacion;baja;2023-07-24 23:54:19.422938;2023-07-24 23:55:18.231282;0 days 00:00:58.808344
8005;Estandar;Informacion;baja;2023-07-25 00:00:47.903914;2023-07-25 00:03:53.242635;0 days 00:03:05.338721
8006;Normal;Queja;baja;2023-07-25 00:14:42.336691;2023-07-25 00:15:22.830843;0 days 00:00:40.494152
8007;Normal;Queja;media;2023-07-25 00:29:52.273585;2023-07-25 00:33:04.293727;0 days 00:03:12.020142
8008;Normal;Informacion;alta;2023-07-25 00:38:18.509082;2023-07-25 00:40:32.947576;0 days 00:02:14.438494
8009;Estandar;Facturacion;media;2023-07-25 00:46:59.707241;2023-07-25 00:47:11.599962;0 days 00:00:11.892721
8010;Urgente;Informacion;baja;2023-07-25 00:49:11.531910;2023-07-25 00:51:49.932676;0 days 00:02:38.400766
8011;Normal;Facturacion;baja;2023-07-25 00:56:41.390505;2023-07-25 00:57:08.330254;0 days 00:00:26.939749
8012;Estandar;Falla;baja;2023-07-25 00:58:11.797149;2023-07-25 01:02:03.024473;0 days 00:03:51.227324
8013;Normal;Facturacion;alta;2023-07-25 01:02:16.872583;2023-07-25 01:07:01.509701;0 days 00:04:44.637118
8014;Estandar;Informacion;baja;2023-07-25 01:05:09.702125;2023-07-25 01:09:14.731226;0 days 00:04:05.029101
8015;Normal;Falla;media;2023-07-25 01:10:23.393040;2023-07-25 01:10:27.746410;0 days 00:00:04.353370
8016;Normal;Informacion;baja;2023-07-25 01:31:25.831046;2023-07-25 01:33:06.894183;0 days 00:01:41.063137
8017;Urgente;Queja;media;2023-07-25 01:36:54.421030;2023-07-25 01:39:39.874698;0 days 00:02:45.453668
8018;Urgente;Queja;baja;2023-07-25 01:38:56.478288;2023-07-25 01:41:39.457474;0 days 00:02:42.979186
8019;Urgente;Informacion;alta;2023-07-25 01:41:15.645361;2023-07-25 01:46:05.528981;0 days 00:04:49.883620
8020;Estandar;Queja;baja;2023-07-25 01:48:05.271779;2023-07-25 01:52:46.913984;0 days 00:04:41.642205
8021;Estandar;Falla;baja;2023-07-25 01:49:08.778366;2023-07-25 01:54:01.783616;0 days 00:04:53.005250
8022;Normal;Falla;baja;2023-07-25 01:49:49.530552;2023-07-25 01:54:51.000891;0 days 00:05:01.470339
8023;Estandar;Queja;media;2023-07-25 01:49:52.930787;2023-07-25 01:50:56.092315;0 days 00:01:03.161528
8024;Estandar;Facturacion;media;2023-07-25 01:51:06.378525;2023-07-25 01:54:20.514812;0 days 00:03:14.136287
8025;Urgente;Falla;alta;2023-07-25 01:55:38.407221;2023-07-25 01:56:54.295906;0 days 00:01:15.888685
8026;Estandar;Queja;media;2023-07-25 01:59:27.625294;2023-07-25 02:00:09.469887;0 days 00:00:41.844593
8027;Urgente;Facturacion;baja;2023-07-25 02:03:04.885314;2023-07-25 02:05:21.917896;0 days 00:02:17.032582
8028;Estandar;Falla;alta;2023-07-25 02:03:49.637254;2023-07-25 02:09:22.904318;0 days 00:05:33.267064
8029;Estandar;Falla;media;2023-07-25 02:04:18.578210;2023-07-25 02:05:09.454216;0 days 00:00:50.876006
8030;Normal;Falla;media;2023-07-25 02:11:35.560043;2023-07-25 02:13:25.073039;0 days 00:01:49.512996
8031;Normal;Facturacion;media;2023-07-25 02:23:07.068441;2023-07-25 02:26:58.005842;0 days 00:03:50.937401
8032;Estandar;Informacion;baja;2023-07-25 02:25:54.665167;2023-07-25 02:31:11.522896;0 days 00:05:16.857729
8033;Estandar;Falla;baja;2023-07-25 02:27:13.086520;2023-07-25 02:32:33.928821;0 days 00:05:20.842301
8034;Estandar;Facturacion;alta;2023-07-25 02:27:53.891102;2023-07-25 02:33:06.434481;0 days 00:05:12.543379
8035;Urgente;Facturacion;media;2023-07-25 02:34:24.029315;2023-07-25 02:35:59.027012;0 days 00:01:34.997697
8036;Urgente;Facturacion;alta;2023-07-25 02:42:51.716987;2023-07-25 02:45:56.234238;0 days 00:03:04.517251
8037;Urgente;Falla;alta;2023-07-25 02:47:27.569558;2023-07-25 02:50:42.061379;0 days 00:03:14.491821
8038;Estandar;Facturacion;media;2023-07-25 03:05:28.658110;2023-07-25 03:08:19.618980;0 days 00:02:50.960870
8039;Urgente;Facturacion;alta;2023-07-25 03:08:17.261384;2023-07-25 03:09:50.363320;0 days 00:01:33.101936
8040;Urgente;Facturacion;alta;2023-07-25 03:08:46.068021;2023-07-25 03:10:14.587395;0 days 00:01:28.519374
8041;Normal;Informacion;baja;2023-07-25 03:16:25.026033;2023-07-25 03:21:38.859104;0 days 00:05:13.833071
8042;Urgente;Informacion;baja;2023-07-25 03:19:13.529058;2023-07-25 03:23:38.180371;0 days 00:04:24.651313
8043;Estandar;Informacion;media;2023-07-25 03:19:41.368473;2023-07-25 03:25:23.644980;0 days 00:05:42.276507
8044;Normal;Informacion;alta;2023-07-25 03:22:51.474823;2023-07-25 03:28:03.215486;0 days 00:05:11.740663
8045;Urgente;Falla;baja;2023-07-25 03:28:27.342491;2023-07-25 03:28:31.872180;0 days 00:00:04.529689
8046;Normal;Queja;media;2023-07-25 03:29:54.308887;2023-07-25 03:35:19.919839;0 days 00:05:25.610952
8047;Normal;Facturacion;alta;2023-07-25 03:31:03.210794;2023-07-25 03:32:42.663078;0 days 00:01:39.452284
8048;Normal;Queja;media;2023-07-25 03:35:04.543472;2023-07-25 03:36:51.123960;0 days 00:01:46.580488
8049;Urgente;Facturacion;media;2023-07-25 03:35:30.344866;2023-07-25 03:38:18.203593;0 days 00:02:47.858727
8050;Normal;Falla;alta;2023-07-25 03:52:01.719421;2023-07-25 03:55:37.902107;0 days 00:03:36.182686
8051;Normal;Queja;baja;2023-07-25 03:58:19.101546;2023-07-25 04:01:33.542205;0 days 00:03:14.440659
8052;Estandar;Falla;alta;2023-07-25 03:58:45.627354;2023-07-25 04:04:34.344010;0 days 00:05:48.716656
8053;Urgente;Falla;alta;2023-07-25 04:01:14.373780;2023-07-25 04:02:40.030985;0 days 00:01:25.657205
8054;Estandar;Falla;baja;2023-07-25 04:06:12.288389;2023-07-25 04:06:22.577078;0 days 00:00:10.288689
8055;Urgente;Queja;alta;2023-07-25 04:07:47.250304;2023-07-25 04:10:13.306116;0 days 00:02:26.055812
8056;Estandar;Falla;alta;2023-07-25 04:16:49.151547;2023-07-25 04:21:41.796935;0 days 00:04:52.645388
8057;Estandar;Informacion;media;2023-07-25 04:29:01.224139;2023-07-25 04:31:40.296304;0 days 00:02:39.072165
8058;Urgente;Falla;media;2023-07-25 04:33:24.702804;2023-07-25 04:34:11.147346;0 days 00:00:46.444542
8059;Normal;Queja;media;2023-07-25 04:34:21.729288;2023-07-25 04:36:46.222354;0 days 00:02:24.493066
8060;Urgente;Informacion;baja;2023-07-25 04:36:29.733460;2023-07-25 04:37:25.175154;0 days 00:00:55.441694
8061;Urgente;Queja;alta;2023-07-25 04:42:45.222226;2023-07-25 04:47:35.713481;0 days 00:04:50.491255
8062;Estandar;Falla;media;2023-07-25 04:46:40.827512;2023-07-25 04:51:25.718076;0 days 00:04:44.890564
8063;Urgente;Falla;alta;2023-07-25 04:51:22.375080;2023-07-25 04:54:53.397022;0 days 00:03:31.021942
8064;Urgente;Informacion;alta;2023-07-25 04:54:15.884275;2023-07-25 04:58:48.600613;0 days 00:04:32.716338
8065;Urgente;Falla;alta;2023-07-25 04:55:56.758152;2023-07-25 04:55:58.782391;0 days 00:00:02.024239
8066;Urgente;Informacion;alta;2023-07-25 05:08:08.292021;2023-07-25 05:13:14.428863;0 days 00:05:06.136842
