Sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
8210;Urgente;Facturacion;baja;2023-07-25 15:17:08.711239;2023-07-25 15:32:32.076099;923.36486
8211;Normal;Informacion;alta;2023-07-25 15:22:49.766598;2023-07-25 15:30:07.924953;438.158355
8212;Urgente;Facturacion;alta;2023-07-25 15:29:10.075800;2023-07-25 15:29:42.923215;32.847415
8213;Normal;Falla;baja;2023-07-25 15:31:12.375587;2023-07-25 15:31:31.027263;18.651676
8214;Normal;Facturacion;baja;2023-07-25 15:32:37.032971;2023-07-25 15:37:00.013713;262.980742
8215;Urgente;Informacion;alta;2023-07-25 15:36:11.917242;2023-07-25 15:39:02.878862;170.96162
8216;Normal;Falla;media;2023-07-25 15:44:50.551825;2023-07-25 15:51:35.951207;405.399382
8217;Estandar;Informacion;media;2023-07-25 15:46:49.850486;2023-07-25 15:48:08.558297;78.707811
8218;Estandar;Facturacion;media;2023-07-25 15:49:48.561361;2023-07-25 15:57:29.397469;460.836108
8219;Normal;Falla;media;2023-07-25 15:51:48.361415;2023-07-25 15:51:58.854542;10.493127
8220;Normal;Falla;alta;2023-07-25 15:56:39.527846;2023-07-25 15:57:48.478289;68.950443
8221;Urgente;Falla;media;2023-07-25 16:01:43.888375;2023-07-25 16:08:39.117669;415.229294
8222;Urgente;Facturacion;alta;2023-07-25 16:08:44.004831;2023-07-25 16:12:38.103315;234.098484
8223;Normal;Falla;baja;2023-07-25 16:11:40.239904;2023-07-25 16:17:44.005704;363.7658
8224;Normal;Queja;alta;2023-07-25 16:17:46.175379;2023-07-25 16:24:25.947094;399.771715
8225;Normal;Informacion;alta;2023-07-25 16:18:19.331803;2023-07-25 16:20:59.673212;160.341409
8226;Urgente;Falla;media;2023-07-25 16:21:48.957473;2023-07-25 16:25:18.532995;209.575522
8227;Urgente;Facturacion;alta;2023-07-25 16:27:04.363114;2023-07-25 16:31:36.946966;272.583852
8228;Urgente;Informacion;media;2023-07-25 16:27:21.517288;2023-07-25 16:34:51.200695;449.683407
8229;Urgente;Falla;alta;2023-07-25 16:27:38.781779;2023-07-25 16:33:36.718373;357.936594
8230;Estandar;Falla;alta;2023-07-25 16:31:27.229498;2023-07-25 16:37:45.610482;378.380984
8231;Normal;Facturacion;media;2023-07-25 16:42:54.966643;2023-07-25 16:43:55.814666;60.848023
8232;Normal;Falla;baja;2023-07-25 16:56:25.550543;2023-07-25 17:01:32.552718;307.002175
8233;Estandar;Facturacion;alta;2023-07-25 16:58:24.526895;2023-07-25 16:59:57.415586;92.888691
8234;Normal;Informacion;alta;2023-07-25 17:09:18.318620;2023-07-25 17:14:11.521752;293.203132
8235;Normal;Informacion;alta;2023-07-25 17:10:34.234876;2023-07-25 17:11:03.481643;29.246767
8236;Normal;Informacion;media;2023-07-25 17:13:00.234368;2023-07-25 17:17:56.817254;296.582886
8237;Normal;Facturacion;alta;2023-07-25 17:20:35.090747;2023-07-25 17:24:33.664919;238.574172
8238;Estandar;Facturacion;alta;2023-07-25 17:21:05.358730;2023-07-25 17:21:13.858412;8.499682
8239;Normal;Facturacion;baja;2023-07-25 17:21:17.889033;2023-07-25 17:31:42.474634;624.585601
8240;Normal;Informacion;alta;2023-07-25 17:23:15.258278;2023-07-25 17:26:34.310131;199.051853
8241;Urgente;Facturacion;media;2023-07-25 17:24:32.448412;2023-07-25 17:29:46.467280;314.018868
8242;Urgente;Facturacion;baja;2023-07-25 17:27:48.239333;2023-07-25 17:28:25.594954;37.355621
8243;Normal;Falla;alta;2023-07-25 17:29:19.357359;2023-07-25 17:30:13.216076;53.858717
8244;Estandar;Falla;alta;2023-07-25 17:30:03.507659;2023-07-25 17:38:59.233577;535.725918
8245;Estandar;Informacion;baja;2023-07-25 17:31:09.419410;2023-07-25 17:32:11.948344;62.528934
8246;Urgente;Informacion;baja;2023-07-25 17:37:19.319866;2023-07-25 17:41:30.973606;251.65374
8247;Estandar;Informacion;media;2023-07-25 17:41:40.655894;2023-07-25 17:46:16.198675;275.542781
8248;Estandar;Queja;media;2023-07-25 17:52:55.630383;2023-07-25 17:58:31.012620;335.382237
8249;Urgente;Falla;alta;2023-07-25 17:53:43.575280;2023-07-25 17:57:38.239345;234.664065
8250;Normal;Queja;baja;2023-07-25 17:57:08.507165;2023-07-25 18:03:19.302756;370.795591
8251;Estandar;Informacion;baja;2023-07-25 18:05:01.633399;2023-07-25 18:10:28.374429;326.74103
8252;Urgente;Informacion;alta;2023-07-25 18:09:17.266793;2023-07-25 18:11:53.563221;156.296428
8253;Normal;Informacion;media;2023-07-25 18:23:51.767451;2023-07-25 18:27:43.214988;231.447537
8254;Normal;Informacion;baja;2023-07-25 18:32:14.882037;2023-07-25 18:38:39.663736;384.781699
8255;Normal;Queja;media;2023-07-25 18:35:17.448227;2023-07-25 18:35:52.240758;34.792531
8256;Estandar;Falla;alta;2023-07-25 18:37:57.531972;2023-07-25 18:39:43.149387;105.617415
8257;Urgente;Informacion;baja;2023-07-25 18:46:44.724481;2023-07-25 18:50:40.563653;235.839172
8258;Normal;Queja;baja;2023-07-25 18:49:11.407641;2023-07-25 18:51:31.882078;140.474437
8259;Normal;Facturacion;media;2023-07-25 18:55:47.217918;2023-07-25 18:56:09.571561;22.353643
8260;Normal;Queja;media;2023-07-25 18:56:26.777964;2023-07-25 19:04:59.482867;512.704903
8261;Urgente;Queja;media;2023-07-25 19:02:21.589000;2023-07-25 19:07:27.053983;305.464983
8262;Estandar;Falla;baja;2023-07-25 19:04:06.375023;2023-07-25 19:11:16.852416;430.477393
8263;Urgente;Falla;alta;2023-07-25 19:04:46.347084;2023-07-25 19:06:09.641620;83.294536
8264;Urgente;Facturacion;baja;2023-07-25 19:04:49.728814;2023-07-25 19:05:34.504787;44.775973
8265;Estandar;Falla;baja;2023-07-25 19:06:38.564540;2023-07-25 19:18:13.501073;694.936533
8266;Urgente;Queja;baja;2023-07-25 19:09:35.624784;2023-07-25 19:12:52.056495;196.431711
8267;Urgente;Informacion;baja;2023-07-25 19:10:43.487022;2023-07-25 19:12:35.693714;112.206692
8268;Estandar;Facturacion;media;2023-07-25 19:12:42.406687;2023-07-25 19:14:07.043105;84.636418
8269;Urgente;Falla;media;2023-07-25 19:17:39.741467;2023-07-25 19:22:41.520429;301.778962
8270;Normal;Falla;media;2023-07-25 19:21:09.902113;2023-07-25 19:24:37.884208;207.982095
8271;Urgente;Informacion;baja;2023-07-25 19:25:24.065757;2023-07-25 19:27:41.045580;136.979823
8272;Estandar;Falla;baja;2023-07-25 19:25:29.120839;2023-07-25 19:26:19.939073;50.818234
8273;Estandar;Facturacion;alta;2023-07-25 19:28:21.913042;2023-07-25 19:28:31.147543;9.234501
8274;Normal;Queja;media;2023-07-25 19:34:07.207658;2023-07-25 19:35:17.982570;70.774912
8275;Normal;Informacion;media;2023-07-25 19:35:14.841825;2023-07-25 19:35:45.272735;30.43091
8276;Normal;Informacion;alta;2023-07-25 19:40:31.508275;2023-07-25 19:45:18.216091;286.707816
8277;Estandar;Queja;alta;2023-07-25 19:42:20.218261;2023-07-25 19:44:17.688385;117.470124
8278;Estandar;Queja;alta;2023-07-25 19:48:05.808158;2023-07-25 19:54:34.543442;388.735284
8279;Urgente;Queja;alta;2023-07-25 19:57:07.406588;2023-07-25 20:01:26.759721;259.353133
8280;Estandar;Informacion;media;2023-07-25 20:01:05.851109;2023-07-25 20:08:22.805115;436.954006
8281;Normal;Queja;baja;2023-07-25 20:01:34.521340;2023-07-25 20:08:29.603071;415.081731
8282;Urgente;Facturacion;alta;2023-07-25 20:08:30.982474;2023-07-25 20:11:51.521137;200.538663
8283;Estandar;Informacion;baja;2023-07-25 20:23:41.629872;2023-07-25 20:29:41.545328;359.915456
8284;Urgente;Facturacion;media;2023-07-25 20:25:32.466741;2023-07-25 20:29:52.795131;260.32839
8285;Urgente;Falla;media;2023-07-25 20:33:25.250741;2023-07-25 20:41:28.814905;483.564164
8286;Estandar;Informacion;alta;2023-07-25 20:34:21.592979;2023-07-25 20:37:07.195504;165.602525
8287;Urgente;Queja;alta;2023-07-25 20:38:11.397146;2023-07-25 20:40:24.636217;133.239071
8288;Normal;Queja;baja;2023-07-25 20:42:20.927143;2023-07-25 20:44:42.510360;141.583217
8289;Urgente;Facturacion;media;2023-07-25 20:43:48.100138;2023-07-25 20:46:57.395685;189.295547
8290;Estandar;Queja;media;2023-07-25 20:45:07.290417;2023-07-25 20:48:36.880494;209.590077
8291;Estandar;Informacion;baja;2023-07-25 20:46:51.789650;2023-07-25 20:52:22.188215;330.398565
8292;Estandar;Queja;media;2023-07-25 20:51:01.772610;2023-07-25 20:53:13.747712;131.975102
8293;Urgente;Falla;media;2023-07-25 20:55:45.930992;2023-07-25 20:58:51.613705;185.682713
8294;Urgente;Falla;alta;2023-07-25 20:59:20.436978;2023-07-25 21:04:54.168001;333.731023
8295;Normal;Falla;media;2023-07-25 21:07:15.261511;2023-07-25 21:07:17.388644;2.127133
8296;Estandar;Informacion;media;2023-07-25 21:12:40.563599;2023-07-25 21:14:04.109771;83.546172
8297;Normal;Falla;baja;2023-07-25 21:14:04.913769;2023-07-25 21:14:23.234164;18.320395
8298;Estandar;Informacion;alta;2023-07-25 21:22:25.364354;2023-07-25 21:24:22.555322;117.190968
8299;Estandar;Falla;media;2023-07-25 21:29:02.286300;2023-07-25 21:34:02.126765;299.840465
8300;Estandar;Queja;baja;2023-07-25 21:39:09.470549;2023-07-25 21:49:19.038113;609.567564
8301;Normal;Falla;baja;2023-07-25 21:42:11.602216;2023-07-25 21:47:10.794912;299.192696
8302;Normal;Queja;alta;2023-07-25 21:44:39.257062;2023-07-25 21:51:31.852696;412.595634
8303;Normal;Informacion;media;2023-07-25 21:46:31.224499;2023-07-25 21:53:47.830382;436.605883
8304;Urgente;Queja;alta;2023-07-25 21:56:36.458356;2023-07-25 21:59:10.141677;153.683321
8305;Urgente;Falla;baja;2023-07-25 22:08:15.069836;2023-07-25 22:11:19.334795;184.264959
8306;Estandar;Falla;media;2023-07-25 22:08:52.166780;2023-07-25 22:22:00.090921;787.924141
8307;Estandar;Queja;media;2023-07-25 22:09:40.548984;2023-07-25 22:10:11.008858;30.459874
8308;Urgente;Falla;media;2023-07-25 22:12:04.697053;2023-07-25 22:14:30.430205;145.733152
8309;Normal;Informacion;media;2023-07-25 22:12:30.965914;2023-07-25 22:12:37.825376;6.859462
8310;Urgente;Falla;media;2023-07-25 22:12:33.565299;2023-07-25 22:13:26.875100;53.309801
8311;Urgente;Facturacion;alta;2023-07-25 22:17:18.412226;2023-07-25 22:23:20.068730;361.656504
8312;Estandar;Facturacion;media;2023-07-25 22:19:29.597061;2023-07-25 22:33:29.023087;839.426026
8313;Urgente;Queja;baja;2023-07-25 22:27:19.181995;2023-07-25 22:31:22.080508;242.898513
8314;Urgente;Falla;alta;2023-07-25 22:35:27.327388;2023-07-25 22:40:38.416227;311.088839
8315;Estandar;Queja;baja;2023-07-25 22:38:17.093329;2023-07-25 22:39:22.938361;65.845032
8316;Normal;Queja;alta;2023-07-25 22:42:22.054632;2023-07-25 22:49:16.670608;414.615976
8317;Urgente;Queja;media;2023-07-25 22:43:09.751767;2023-07-25 22:51:20.437380;490.685613
8318;Normal;Facturacion;media;2023-07-25 22:44:32.170864;2023-07-25 22:45:41.478068;69.307204
8319;Urgente;Queja;baja;2023-07-25 22:46:49.910578;2023-07-25 22:48:56.958671;127.048093
8320;Normal;Falla;alta;2023-07-25 22:47:25.839886;2023-07-25 22:58:23.003740;657.163854
8321;Urgente;Falla;alta;2023-07-25 22:50:21.157278;2023-07-25 22:52:56.799713;155.642435
8322;Estandar;Falla;alta;2023-07-25 22:56:48.101038;2023-07-25 22:59:32.617918;164.51688
8323;Normal;Informacion;baja;2023-07-25 23:01:26.065557;2023-07-25 23:04:01.491784;155.426227
8324;Normal;Informacion;alta;2023-07-25 23:06:12.919429;2023-07-25 23:11:30.277321;317.357892
8325;Normal;Falla;baja;2023-07-25 23:08:47.064795;2023-07-25 23:10:32.986699;105.921904
8326;Estandar;Informacion;baja;2023-07-25 23:23:40.223186;2023-07-25 23:29:05.554008;325.330822
8327;Urgente;Informacion;baja;2023-07-25 23:30:09.563045;2023-07-25 23:38:18.785983;489.222938
8328;Estandar;Queja;media;2023-07-25 23:35:06.288818;2023-07-25 23:37:45.921335;159.632517
8329;Estandar;Falla;media;2023-07-25 23:39:48.704150;2023-07-25 23:41:39.323451;110.619301
8330;Normal;Facturacion;media;2023-07-25 23:39:56.556340;2023-07-25 23:42:55.815144;179.258804
8331;Urgente;Facturacion;baja;2023-07-25 23:50:19.609952;2023-07-25 23:58:20.131593;480.521641
8332;Urgente;Queja;alta;2023-07-25 23:51:52.627611;2023-07-25 23:52:22.884628;30.257017
8333;Normal;Facturacion;baja;2023-07-25 23:53:50.565097;2023-07-25 23:58:25.625626;275.060529
8334;Urgente;Queja;alta;2023-07-25 23:54:49.179899;2023-07-26 00:01:01.842077;372.662178
8335;Normal;Facturacion;media;2023-07-25 23:55:24.923840;2023-07-25 23:59:50.501527;265.577687
8336;Estandar;Falla;media;2023-07-25 23:55:30.252256;2023-07-26 00:01:35.441891;365.189635
8337;Estandar;Facturacion;alta;2023-07-25 23:57:25.389480;2023-07-25 23:57:45.950764;20.561284
8338;Estandar;Informacion;media;2023-07-26 00:08:41.597947;2023-07-26 00:09:16.161488;34.563541
8339;Estandar;Informacion;alta;2023-07-26 00:10:40.186490;2023-07-26 00:18:18.959195;458.772705
8340;Urgente;Informacion;alta;2023-07-26 00:15:43.186449;2023-07-26 00:24:13.859124;510.672675
8341;Urgente;Informacion;baja;2023-07-26 00:17:57.228946;2023-07-26 00:23:53.946720;356.717774
8342;Normal;Informacion;alta;2023-07-26 00:23:40.226595;2023-07-26 00:31:00.197824;439.971229
8343;Estandar;Queja;alta;2023-07-26 00:24:50.505212;2023-07-26 00:32:58.756670;488.251458
8344;Urgente;Falla;media;2023-07-26 00:29:05.918686;2023-07-26 00:30:54.321643;108.402957
8345;Normal;Queja;baja;2023-07-26 00:30:32.741993;2023-07-26 00:32:25.938841;113.196848
8346;Estandar;Queja;baja;2023-07-26 00:30:43.126846;2023-07-26 00:32:14.813918;91.687072
8347;Urgente;Queja;alta;2023-07-26 00:54:32.154525;2023-07-26 01:01:14.907720;402.753195
8348;Estandar;Facturacion;alta;2023-07-26 01:05:40.247471;2023-07-26 01:13:00.615773;440.368302
8349;Estandar;Informacion;alta;2023-07-26 01:09:26.561930;2023-07-26 01:16:57.435847;450.873917
8350;Estandar;Informacion;baja;2023-07-26 01:22:15.125208;2023-07-26 01:31:38.656936;563.531728
8351;Urgente;Facturacion;media;2023-07-26 01:22:40.091511;2023-07-26 01:27:44.363311;304.2718
8352;Estandar;Facturacion;media;2023-07-26 01:22:47.232810;2023-07-26 01:30:07.055387;439.822577
8353;Estandar;Facturacion;baja;2023-07-26 01:37:25.674250;2023-07-26 01:40:13.870790;168.19654
8354;Urgente;Facturacion;alta;2023-07-26 01:48:25.120458;2023-07-26 01:49:01.339295;36.218837
8355;Urgente;Queja;baja;2023-07-26 01:52:50.832969;2023-07-26 01:54:22.548943;91.715974
8356;Estandar;Informacion;baja;2023-07-26 01:55:19.876592;2023-07-26 01:56:13.086217;53.209625
8357;Normal;Falla;baja;2023-07-26 01:56:08.138692;2023-07-26 02:01:55.118357;346.979665
8358;Estandar;Queja;media;2023-07-26 02:10:01.563477;2023-07-26 02:14:12.049317;250.48584
8359;Urgente;Facturacion;alta;2023-07-26 02:15:46.778558;2023-07-26 02:16:21.684480;34.905922
8360;Estandar;Queja;media;2023-07-26 02:19:31.387510;2023-07-26 02:19:38.788834;7.401324
8361;Normal;Falla;media;2023-07-26 02:22:43.809581;2023-07-26 02:25:58.165540;194.355959
8362;Urgente;Informacion;media;2023-07-26 02:26:11.411310;2023-07-26 02:30:48.194257;276.782947
8363;Estandar;Queja;baja;2023-07-26 02:27:26.491902;2023-07-26 02:36:44.920987;558.429085
8364;Urgente;Queja;alta;2023-07-26 02:28:17.757781;2023-07-26 02:36:00.472900;462.715119
8365;Urgente;Informacion;media;2023-07-26 02:44:46.141995;2023-07-26 02:48:09.126608;202.984613
8366;Estandar;Queja;media;2023-07-26 02:45:59.112794;2023-07-26 02:47:51.151831;112.039037
8367;Urgente;Falla;media;2023-07-26 02:50:44.736187;2023-07-26 02:54:44.372387;239.6362
8368;Normal;Facturacion;baja;2023-07-26 03:03:40.898329;2023-07-26 03:07:37.461653;236.563324
8369;Normal;Informacion;baja;2023-07-26 03:04:18.078975;2023-07-26 03:05:21.158133;63.079158
8370;Estandar;Falla;alta;2023-07-26 03:06:57.067772;2023-07-26 03:13:44.171792;407.10402
8371;Normal;Queja;alta;2023-07-26 03:09:28.278207;2023-07-26 03:14:36.919383;308.641176
8372;Urgente;Facturacion;media;2023-07-26 03:13:38.011380;2023-07-26 03:24:22.319462;644.308082
8373;Normal;Informacion;alta;2023-07-26 03:17:08.180819;2023-07-26 03:28:34.593850;686.413031
8374;Estandar;Queja;baja;2023-07-26 03:17:16.931832;2023-07-26 03:19:12.656660;115.724828
8375;Normal;Falla;media;2023-07-26 03:19:57.957175;2023-07-26 03:20:58.486732;60.529557
8376;Normal;Falla;baja;2023-07-26 03:25:35.051624;2023-07-26 03:45:58.659059;1223.607435
8377;Estandar;Facturacion;alta;2023-07-26 03:36:31.987776;2023-07-26 03:38:53.468640;141.480864
8378;Urgente;Queja;baja;2023-07-26 03:40:47.848958;2023-07-26 03:40:53.435118;5.58616
8379;Estandar;Facturacion;alta;2023-07-26 03:45:48.461928;2023-07-26 03:49:09.967962;201.506034
8380;Estandar;Falla;baja;2023-07-26 03:56:55.147160;2023-07-26 03:58:22.554934;87.407774
8381;Urgente;Falla;media;2023-07-26 03:58:23.306413;2023-07-26 04:00:06.578655;103.272242
8382;Estandar;Falla;alta;2023-07-26 04:12:15.924843;2023-07-26 04:20:00.128316;464.203473
8383;Estandar;Informacion;baja;2023-07-26 04:21:49.173143;2023-07-26 04:21:51.612660;2.439517
8384;Normal;Facturacion;media;2023-07-26 04:22:13.467375;2023-07-26 04:26:31.203904;257.736529
8385;Urgente;Facturacion;alta;2023-07-26 04:27:21.168432;2023-07-26 04:37:06.272357;585.103925
8386;Estandar;Falla;baja;2023-07-26 04:30:57.328967;2023-07-26 04:37:10.293509;372.964542
8387;Urgente;Queja;media;2023-07-26 04:38:40.220320;2023-07-26 04:42:05.901750;205.68143
8388;Normal;Queja;alta;2023-07-26 04:41:51.944812;2023-07-26 04:42:41.976121;50.031309
8389;Estandar;Queja;media;2023-07-26 04:43:51.050211;2023-07-26 04:46:23.354802;152.304591
8390;Normal;Informacion;alta;2023-07-26 04:45:26.598045;2023-07-26 04:50:37.327833;310.729788
8391;Estandar;Falla;alta;2023-07-26 04:52:53.321608;2023-07-26 05:01:35.092000;521.770392
8392;Estandar;Falla;media;2023-07-26 04:53:27.006493;2023-07-26 04:53:58.011793;31.0053
8393;Estandar;Facturacion;baja;2023-07-26 04:55:36.963957;2023-07-26 05:00:27.121379;290.157422
8394;Estandar;Informacion;baja;2023-07-26 04:58:03.882987;2023-07-26 04:58:47.247502;43.364515
8395;Estandar;Informacion;media;2023-07-26 05:05:30.015168;2023-07-26 05:10:02.739095;272.723927
8396;Estandar;Falla;alta;2023-07-26 05:05:34.051221;2023-07-26 05:24:06.544588;1112.493367
8397;Urgente;Informacion;baja;2023-07-26 05:06:13.027066;2023-07-26 05:08:58.217612;165.190546
8398;Urgente;Queja;baja;2023-07-26 05:09:08.930730;2023-07-26 05:14:01.485063;292.554333
8399;Estandar;Facturacion;alta;2023-07-26 05:20:14.032948;2023-07-26 05:24:00.527264;226.494316
8400;Normal;Facturacion;baja;2023-07-26 05:28:58.563334;2023-07-26 05:29:16.713749;18.150415
8401;Estandar;Facturacion;alta;2023-07-26 05:39:21.123545;2023-07-26 05:42:03.971393;162.847848
8402;Urgente;Informacion;baja;2023-07-26 05:40:27.065165;2023-07-26 05:45:07.642751;280.577586
8403;Estandar;Queja;baja;2023-07-26 05:44:17.763704;2023-07-26 05:47:08.811009;171.047305
8404;Normal;Falla;baja;2023-07-26 05:46:44.080503;2023-07-26 05:51:13.170241;269.089738
8405;Urgente;Informacion;media;2023-07-26 05:56:54.827867;2023-07-26 05:57:15.298241;20.470374
8406;Urgente;Informacion;alta;2023-07-26 05:58:29.449466;2023-07-26 06:01:21.661894;172.212428
8407;Urgente;Facturacion;alta;2023-07-26 06:04:02.978089;2023-07-26 06:06:33.010990;150.032901
8408;Estandar;Facturacion;media;2023-07-26 06:09:47.397314;2023-07-26 06:12:54.137636;186.740322
8409;Estandar;Falla;baja;2023-07-26 06:11:44.930625;2023-07-26 06:12:02.310792;17.380167
8410;Urgente;Informacion;alta;2023-07-26 06:12:42.085758;2023-07-26 06:21:51.014628;548.92887
8411;Urgente;Facturacion;alta;2023-07-26 06:15:04.227110;2023-07-26 06:18:06.906744;182.679634
8412;Urgente;Informacion;alta;2023-07-26 06:34:01.297734;2023-07-26 06:41:56.776253;475.478519
8413;Urgente;Informacion;baja;2023-07-26 06:34:32.927495;2023-07-26 06:44:09.361719;576.434224
8414;Normal;Informacion;alta;2023-07-26 06:37:10.116937;2023-07-26 06:40:36.035070;205.918133
8415;Urgente;Queja;alta;2023-07-26 06:41:17.824497;2023-07-26 06:41:30.497957;12.67346
8416;Estandar;Informacion;media;2023-07-26 06:41:29.699452;2023-07-26 06:43:50.782707;141.083255
8417;Urgente;Queja;media;2023-07-26 06:47:28.010502;2023-07-26 07:00:51.039621;803.029119
8418;Estandar;Facturacion;media;2023-07-26 06:49:01.186107;2023-07-26 06:53:55.187967;294.00186
8419;Normal;Informacion;baja;2023-07-26 06:58:13.207758;2023-07-26 07:06:57.410743;524.202985
8420;Estandar;Queja;media;2023-07-26 06:59:07.146743;2023-07-26 07:10:46.644338;699.497595
8421;Estandar;Queja;baja;2023-07-26 07:00:59.524514;2023-07-26 07:01:49.520893;49.996379
8422;Normal;Informacion;alta;2023-07-26 07:05:31.960296;2023-07-26 07:08:19.551712;167.591416
8423;Urgente;Queja;alta;2023-07-26 07:08:48.573839;2023-07-26 07:11:02.680418;134.106579
8424;Normal;Facturacion;baja;2023-07-26 07:13:12.046036;2023-07-26 07:17:31.625617;259.579581
8425;Urgente;Queja;media;2023-07-26 07:21:58.645230;2023-07-26 07:23:02.414977;63.769747
8426;Urgente;Informacion;alta;2023-07-26 07:23:56.677124;2023-07-26 07:35:14.220837;677.543713
8427;Normal;Facturacion;alta;2023-07-26 07:24:32.860024;2023-07-26 07:24:57.302153;24.442129
8428;Urgente;Queja;alta;2023-07-26 07:25:09.729296;2023-07-26 07:26:23.774464;74.045168
8429;Normal;Falla;baja;2023-07-26 07:27:30.709711;2023-07-26 07:30:32.968121;182.25841
8430;Urgente;Queja;baja;2023-07-26 07:34:24.534860;2023-07-26 07:39:10.686352;286.151492
8431;Estandar;Informacion;media;2023-07-26 07:42:34.047652;2023-07-26 07:43:31.692482;57.64483
8432;Estandar;Facturacion;baja;2023-07-26 07:42:49.734234;2023-07-26 07:46:10.121076;200.386842
8433;Normal;Facturacion;alta;2023-07-26 07:43:14.014584;2023-07-26 07:48:30.813137;316.798553
8434;Estandar;Informacion;media;2023-07-26 07:44:12.079519;2023-07-26 07:49:19.298282;307.218763
8435;Urgente;Queja;alta;2023-07-26 07:54:30.289725;2023-07-26 08:05:19.353349;649.063624
8436;Estandar;Facturacion;baja;2023-07-26 07:58:33.698059;2023-07-26 08:02:30.850949;237.15289
8437;Normal;Queja;alta;2023-07-26 08:01:14.709396;2023-07-26 08:04:51.393663;216.684267
8438;Normal;Informacion;alta;2023-07-26 08:02:49.708149;2023-07-26 08:13:12.160366;622.452217
8439;Estandar;Facturacion;baja;2023-07-26 08:04:24.318760;2023-07-26 08:09:00.934624;276.615864
8440;Estandar;Falla;media;2023-07-26 08:05:28.414757;2023-07-26 08:12:35.337486;426.922729
8441;Estandar;Informacion;alta;2023-07-26 08:16:03.208267;2023-07-26 08:19:00.250730;177.042463
8442;Estandar;Informacion;alta;2023-07-26 08:16:35.795882;2023-07-26 08:22:59.549107;383.753225
8443;Urgente;Queja;baja;2023-07-26 08:17:26.550648;2023-07-26 08:25:18.350906;471.800258
8444;Urgente;Queja;baja;2023-07-26 08:26:06.263752;2023-07-26 08:33:07.894562;421.63081
8445;Estandar;Falla;media;2023-07-26 08:28:51.374680;2023-07-26 08:33:42.475570;291.10089
8446;Urgente;Informacion;baja;2023-07-26 08:34:27.533155;2023-07-26 08:36:07.411953;99.878798
8447;Normal;Facturacion;media;2023-07-26 08:34:52.654603;2023-07-26 08:35:02.509990;9.855387
8448;Estandar;Facturacion;media;2023-07-26 08:40:42.968160;2023-07-26 08:41:25.415544;42.447384
8449;Urgente;Falla;media;2023-07-26 08:50:07.628895;2023-07-26 08:56:16.256174;368.627279
8450;Estandar;Informacion;baja;2023-07-26 08:54:32.190586;2023-07-26 08:56:38.800309;126.609723
8451;Urgente;Queja;baja;2023-07-26 08:55:19.803708;2023-07-26 09:03:27.508544;487.704836
8452;Normal;Facturacion;media;2023-07-26 08:56:56.778737;2023-07-26 09:04:39.756607;462.97787
8453;Estandar;Facturacion;baja;2023-07-26 09:02:57.121997;2023-07-26 09:06:33.410719;216.288722
8454;Urgente;Facturacion;media;2023-07-26 09:05:26.675176;2023-07-26 09:10:13.555211;286.880035
8455;Estandar;Facturacion;baja;2023-07-26 09:16:10.539526;2023-07-26 09:17:04.409608;53.870082
8456;Estandar;Falla;media;2023-07-26 09:17:03.813515;2023-07-26 09:17:32.789029;28.975514
8457;Normal;Falla;media;2023-07-26 09:17:13.572420;2023-07-26 09:21:43.954397;270.381977
8458;Estandar;Informacion;media;2023-07-26 09:19:10.949450;2023-07-26 09:23:46.514118;275.564668
8459;Normal;Informacion;media;2023-07-26 09:26:15.612389;2023-07-26 09:27:45.499647;89.887258
8460;Estandar;Queja;alta;2023-07-26 09:29:38.626626;2023-07-26 09:36:43.058621;424.431995
8461;Normal;Queja;media;2023-07-26 09:34:30.282136;2023-07-26 09:34:42.876999;12.594863
8462;Urgente;Queja;media;2023-07-26 09:37:55.229086;2023-07-26 09:43:08.918839;313.689753
8463;Estandar;Informacion;alta;2023-07-26 09:38:32.259583;2023-07-26 09:41:57.152373;204.89279
8464;Normal;Falla;baja;2023-07-26 09:40:20.581173;2023-07-26 09:47:44.158534;443.577361
8465;Normal;Facturacion;media;2023-07-26 09:47:05.499741;2023-07-26 09:48:21.673242;76.173501
8466;Normal;Facturacion;media;2023-07-26 09:50:20.370571;2023-07-26 09:54:13.686604;233.316033
8467;Estandar;Facturacion;alta;2023-07-26 09:53:28.388895;2023-07-26 09:58:06.179292;277.790397
8468;Estandar;Informacion;media;2023-07-26 09:59:42.333987;2023-07-26 10:04:56.024459;313.690472
8469;Normal;Facturacion;alta;2023-07-26 10:01:50.838282;2023-07-26 10:07:39.570526;348.732244
8470;Normal;Informacion;baja;2023-07-26 10:05:31.272947;2023-07-26 10:08:42.428604;191.155657
8471;Estandar;Falla;baja;2023-07-26 10:08:34.940728;2023-07-26 10:14:25.648694;350.707966
8472;Urgente;Falla;media;2023-07-26 10:10:06.000116;2023-07-26 10:19:18.229548;552.229432
8473;Normal;Queja;baja;2023-07-26 10:13:22.952974;2023-07-26 10:19:14.641816;351.688842
8474;Estandar;Queja;alta;2023-07-26 10:17:05.299313;2023-07-26 10:20:18.532068;193.232755
8475;Normal;Facturacion;alta;2023-07-26 10:20:10.391793;2023-07-26 10:28:46.697397;516.305604
8476;Estandar;Facturacion;baja;2023-07-26 10:24:42.626089;2023-07-26 10:32:10.946118;448.320029
